"division","gender","belt","weight","rank","Name","Team","Grand.Slam.Pts","Overall.PTS","Adult.World.Champ.","M1.World.Champ.","M2.World.Champ.","M3.World.Champ.","M4.World.Champ.","M5.World.Champ.","M6.World.Champ.","M7.World.Champ.","Grand.Slam.Open.Class.PTS","Overall.Open.Class.PTS","Overall.PTS..without.Open.Class."
"Master 3","Male","PURPLE","Ultra Heavy",15,"Leroy Russell Johnson","Detroit Jiu-Jitsu Syndicate",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 3","Male","PURPLE","Ultra Heavy",16,"Kristoffer Adam Juarez","Winner Behring Jiu Jitsu Usa",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 3","Male","PURPLE","Ultra Heavy",17,"José Luis Gómez Ortega","LEAD BJJ",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 3","Male","PURPLE","Ultra Heavy",18,"Jerry L Caylor Jr ","Relson Gracie",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 3","Male","PURPLE","Ultra Heavy",19,"Angel L Falcon","Savarese Brazilian Jiu-Jitsu Academy",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 3","Male","BROWN","Ultra Heavy",1,"Everett Vaccaro","Atos Jiu-Jitsu",108,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 3","Male","BROWN","Ultra Heavy",2,"Wellington Garcia","Zenith BJJ",90,558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 3","Male","BROWN","Ultra Heavy",3,"Joshua Daniel Smith","Atos Jiu-Jitsu",52,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 3","Male","BROWN","Ultra Heavy",4,"Marco Martinez","Carlson Gracie Team",44,503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 3","Male","BROWN","Ultra Heavy",5,"Fabio M Incalado","Brazilian Top Team",12,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 3","Male","BROWN","Ultra Heavy",6,"Roberto da Rosa Muraro","Zova BJJ",0,161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 3","Male","BROWN","Ultra Heavy",7,"James Devin King","R1NG BJJ",0,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 3","Male","BROWN","Ultra Heavy",8,"Martin Emilio Sanchez","RMNU Team",0,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 3","Male","BROWN","Ultra Heavy",9,"David Hugonin","Benmabrouk RF Team",0,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 3","Male","BROWN","Ultra Heavy",10,"Rudolfo Pablo Salinas","Relson Gracie",0,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 3","Male","BROWN","Ultra Heavy",11,"Brandon Joseph Holmberg","GF Team",0,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 3","Male","BROWN","Ultra Heavy",12,"Joshua Shane Booty","TRUJITSU",0,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 3","Male","BROWN","Ultra Heavy",13,"Joseph Neal Wells","Renato Tavares Association",0,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 3","Male","BROWN","Ultra Heavy",14,"Tony William Chin","Carlson Gracie Team",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 3","Male","BROWN","Ultra Heavy",15,"Sean Joseph Foley","Baret Submissions USA",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 3","Male","BROWN","Ultra Heavy",16,"Ronald C Pittington","Carlson Gracie",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 3","Male","BROWN","Ultra Heavy",17,"Rockford Beegen","TRUJITSU",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 3","Male","BROWN","Ultra Heavy",18,"Reece Michael Killebrew","Smartjits",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 3","Male","BLACK","Ultra Heavy",1,"Gabriel Gonzaga Santos Nogueira","R1NG BJJ",171,180,"No","No","No","No",NA,NA,NA,NA,NA,NA,NA
"Master 3","Male","BLACK","Ultra Heavy",2,"Bruno Bastos Cruz","LEAD BJJ",169,233,"No","No","No","No",NA,NA,NA,NA,NA,NA,NA
"Master 3","Male","BLACK","Ultra Heavy",3,"Karl Arrue Meliga","Ns Brotherhood",129,622,"No","No","No","No",NA,NA,NA,NA,NA,NA,NA
"Master 3","Male","BLACK","Ultra Heavy",4,"Christopher Roberson","BJJ Revolution Team",21,346,"No","No","No","No",NA,NA,NA,NA,NA,NA,NA
"Master 3","Male","BLACK","Ultra Heavy",5,"Wesley Frederico de Oliveira","Gracie Barra",21,70,"No","No","No","No",NA,NA,NA,NA,NA,NA,NA
"Master 3","Male","BLACK","Ultra Heavy",6,"Victor Barreto Rodrigues","Alliance",14,444,"No","No","No","No",NA,NA,NA,NA,NA,NA,NA
"Master 3","Male","BLACK","Ultra Heavy",7,"Ricardo Feliciano Pereira","CheckMat",12,126,"No","No","No","No",NA,NA,NA,NA,NA,NA,NA
"Master 3","Male","BLACK","Ultra Heavy",8,"Ezekiel Jerry Duran","Atos Jiu-Jitsu",12,43,"No","No","No","No",NA,NA,NA,NA,NA,NA,NA
"Master 3","Male","BLACK","Ultra Heavy",9,"Thomas Anthony McMahon","Alliance",0,81,"No","No","No","No",NA,NA,NA,NA,NA,NA,NA
"Master 3","Male","BLACK","Ultra Heavy",10,"Eric Mathew Geib","Gracie Allegiance",0,43,"No","No","No","No",NA,NA,NA,NA,NA,NA,NA
"Master 3","Male","BLACK","Ultra Heavy",11,"Sebastian B Rodriguez","CheckMat USA",0,27,"No","No","No","No",NA,NA,NA,NA,NA,NA,NA
"Master 3","Male","BLACK","Ultra Heavy",12,"David James Margraf","CheckMat USA",0,27,"No","No","No","No",NA,NA,NA,NA,NA,NA,NA
"Master 3","Male","BLACK","Ultra Heavy",13,"Kasey Alan Eslick","Cascao Jiu-Jitsu",0,24,"No","No","No","No",NA,NA,NA,NA,NA,NA,NA
"Master 3","Male","BLACK","Ultra Heavy",14,"Joferson Marcio Souza de Deus","Infight JJ",0,21,"No","No","No","No",NA,NA,NA,NA,NA,NA,NA
"Master 3","Male","BLACK","Ultra Heavy",15,"Thomas Scott Geraghty","Banana Jiu-Jitsu",0,0,"No","No","No","No",NA,NA,NA,NA,NA,NA,NA
"Master 3","Male","BLACK","Ultra Heavy",16,"Rodrigo S F Oliveira","Sydney Jiu-Jitsu Academy / ZR Team",0,0,"No","No","No","No",NA,NA,NA,NA,NA,NA,NA
"Master 3","Male","BLACK","Ultra Heavy",17,"Robert Lawrence MacDonald","Carlson Gracie Team",0,0,"No","No","No","No",NA,NA,NA,NA,NA,NA,NA
"Master 3","Male","BLACK","Ultra Heavy",18,"Renato Rodrigues de Andrade","CheckMat International",0,0,"No","No","No","No",NA,NA,NA,NA,NA,NA,NA
"Master 3","Male","BLACK","Ultra Heavy",19,"Kleber Pedrosa Rodrigues","Alliance International",0,0,"No","No","No","No",NA,NA,NA,NA,NA,NA,NA
"Master 3","Male","BLACK","Ultra Heavy",20,"Joshua Charles Turner","Carlson Gracie Team",0,0,"No","No","No","No",NA,NA,NA,NA,NA,NA,NA
"Master 3","Male","BLACK","Ultra Heavy",21,"John Paul Goforth","Impact Jiu Jitsu",0,0,"No","No","No","No",NA,NA,NA,NA,NA,NA,NA
"Master 3","Male","BLACK","Ultra Heavy",22,"Jeferson Conceição dos Santos","CheckMat",0,0,"No","No","No","No",NA,NA,NA,NA,NA,NA,NA
"Master 3","Male","BLACK","Ultra Heavy",23,"George Michel Teixeira Soares","Six Blades Jiu-Jitsu",0,0,"No","No","No","No",NA,NA,NA,NA,NA,NA,NA
"Master 3","Male","BLACK","Ultra Heavy",24,"Daniel M L Richards","The Farm Brazilian Jiu-Jitsu",0,0,"No","No","No","No",NA,NA,NA,NA,NA,NA,NA
"Master 3","Male","BLACK","Ultra Heavy",25,"Damian John O Hara","Louis Vintaloro Jiu-Jitsu",0,0,"No","No","No","No",NA,NA,NA,NA,NA,NA,NA
"Master 3","Male","BLACK","Ultra Heavy",26,"Chris Connell","The Farm Brazilian Jiu-Jitsu",0,0,"No","No","No","No",NA,NA,NA,NA,NA,NA,NA
"Master 3","Male","BLACK","Ultra Heavy",27,"Brandon Land Holt","R1NG BJJ",0,0,"No","No","No","No",NA,NA,NA,NA,NA,NA,NA
"Master 3","Female","BLUE","Rooster",1,"Tricia Lani Wong","Atos Jiu-Jitsu",63,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 3","Female","BLUE","Rooster",2,"Richelle Carrie Takemoto","Oneonta Jiu-Jitsu Academy",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 3","Female","BROWN","Rooster",1,"Rachna Eav Grunkemeier","Cascade Jiu-Jitsu",63,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 3","Female","BROWN","Rooster",2,"Miriam Villar","Stoic Brazilian Jiu-Jitsu",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 3","Female","BROWN","Rooster",3,"Mariz Brown","American Jiu-Jitsu Syndicate",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 3","Female","BROWN","Rooster",4,"Colleen D Hennigan","Fenix BJJ Woburn",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 3","Female","BLUE","Light Feather",1,"Nidia Iveth Vasquez","Carlson Gracie Team",108,495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 3","Female","BLUE","Light Feather",2,"Casey Laws Lapin","CheckMat",35,116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 3","Female","BLUE","Light Feather",3,"Kawehi Ann K Rickard","Zenith BJJ",21,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 3","Female","BLUE","Light Feather",4,"Erica Denise Agudo","CheckMat",14,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 3","Female","BLUE","Light Feather",5,"Amy Marie Naugle","Travis Lutter Brazilian Jiu-Jitsu",0,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 3","Female","BLUE","Light Feather",6,"Katherine Leigh Spurgers","Rilion Gracie",0,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 3","Female","BLUE","Light Feather",7,"Jennifer Joan Holmberg","Gracie Humaita",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 3","Female","BLUE","Light Feather",8,"Angela Zanolari","Kron Gracie Jiu Jitsu",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 3","Female","PURPLE","Light Feather",1,"Carissa Arias","Rodrigo Pinheiro BJJ",18,310,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 3","Female","PURPLE","Light Feather",2,"Celina Cortez B Sears","Impact Jiu Jitsu",0,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 3","Female","PURPLE","Light Feather",3,"Sarah Elizabeth Maracaba","Maracaba BJJ",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 3","Female","PURPLE","Light Feather",4,"Piia Tellervo Iivonen","Sydney Jiu-Jitsu Academy / ZR Team",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 3","Female","PURPLE","Light Feather",5,"Lila Lourdes Metzger","SF Empire Jiu-Jitsu",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 3","Female","PURPLE","Light Feather",6,"Christina Rose Lewis","Team Link Utah",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 3","Female","BROWN","Light Feather",1,"Fiona Ko","Art of Jiu Jitsu",297,330,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 3","Female","BROWN","Light Feather",2,"Monica Renee Allen","Zenith BJJ",0,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 3","Female","BROWN","Light Feather",3,"Chen Yen Hsu","Marco Nascimento BJJ",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 3","Female","BROWN","Light Feather",4,"Akiko Sawada","Dragon's Den",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 3","Female","BLACK","Light Feather",1,"Sofia Rosa Amarante","JJ4L",415,387,"No","No","No","Yes",NA,NA,NA,NA,NA,NA,NA
"Master 3","Female","BLACK","Light Feather",2,"Linda Lindström","Dynamix Fighting Sports",141,102,"No","No","No","No",NA,NA,NA,NA,NA,NA,NA
"Master 3","Female","BLACK","Light Feather",3,"Carla Franco","Barbosa Jiu-Jitsu",25,34,"No","No","No","No",NA,NA,NA,NA,NA,NA,NA
"Master 3","Female","BLUE","Feather",1,"Andrea Lavina","Rilion Gracie",108,162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 3","Female","BLUE","Feather",2,"Shino Katsumi","Gregor Gracie Jiu-Jitsu",90,192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 3","Female","BLUE","Feather",3,"Kiera Aileen Dare","CheckMat",63,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 3","Female","BLUE","Feather",4,"Kristin Maria Jasinski","Sumner Grpl Club",12,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 3","Female","BLUE","Feather",5,"Trisha Kay Terada","Brazil Academy USA",0,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 3","Female","BLUE","Feather",6,"Betsy Menachery Paulose","Gracie Barra",0,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 3","Female","BLUE","Feather",7,"Yadira Escobedo","Cleber Jiu-Jitsu Visalia",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 3","Female","BLUE","Feather",8,"Sheri Mei Lynn Lum","Alliance",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 3","Female","BLUE","Feather",9,"Nicolette Francisca D Wohlgemuth","CTAG, Centro De Treinamento Armando Gomes",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 3","Female","BLUE","Feather",10,"Leticia Castro","Ares BJJ",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 3","Female","BLUE","Feather",11,"Cambria Reiter Russell","Aloha Roll Academy",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 3","Female","BLUE","Feather",12,"Angela Jean Lao","GF Team",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 3","Female","PURPLE","Feather",1,"Amy Marie Kyle","Brazil Academy USA",108,175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 3","Female","PURPLE","Feather",2,"Rica Urabe","Tri-Force Jiu-Jitsu Academy",63,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 3","Female","PURPLE","Feather",3,"Anabel Huezo Carranza","Brasa CTA",52,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 3","Female","PURPLE","Feather",4,"Ijilbish Nergui","Six Blades Jiu-Jitsu",6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 3","Female","PURPLE","Feather",5,"Kimberly L Mclean","American Top Team",0,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 3","Female","PURPLE","Feather",6,"Kandace M Teruya Timm","McVicker's Brazilian Jiu Jitsu",0,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 3","Female","PURPLE","Feather",7,"Rachael Alice Smith","Combat Base Kalamazoo",0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 3","Female","PURPLE","Feather",8,"Cynthia R Davis","Gracie Barra BJJ",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 3","Female","PURPLE","Feather",9,"Veronica Vargas","Ares BJJ",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 3","Female","PURPLE","Feather",10,"Stephanie Sheree Maez","Gracie Barra",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 3","Female","PURPLE","Feather",11,"Maryjane Oczon Bangeles","Gracie Barra",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 3","Female","PURPLE","Feather",12,"Elisa Waters","Roberto Traven BJJ",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 3","Female","PURPLE","Feather",13,"Ariana Kartika Chandra","The Cave Academy Pacifica",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 3","Female","BROWN","Feather",1,"Mio Marissa Strong","Unified Jiu Jitsu",336,354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 3","Female","BROWN","Feather",2,"Fernanda Ramos Fonseca","Nova União",36,130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 3","Female","BROWN","Feather",3,"Adelita Montero","Carlson Gracie Team",0,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 3","Female","BROWN","Feather",4,"Leilani S Michael","Mano Jiu-Jitsu",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 3","Female","BROWN","Feather",5,"Jessica Lynn Cardwell","Fairfax Jiu Jitsu",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 3","Female","BLACK","Feather",1,"Patricia Alvares Pacheco","Maromba Academia",469,1269,"No","No","No","No",NA,NA,NA,NA,NA,NA,NA
"Master 3","Female","BLACK","Feather",2,"Yi Liu Williams","MBCJJ - Mark Bradford Clube de Jiu-Jitsu",202,486,"No","No","No","No",NA,NA,NA,NA,NA,NA,NA
"Master 3","Female","BLACK","Feather",3,"Misty Verschoor","Brazilian Top Team",0,55,"No","No","No","No",NA,NA,NA,NA,NA,NA,NA
"Master 3","Female","BLACK","Feather",4,"Olivia Aleida Shand","Carlson Gracie Team",0,27,"No","No","No","No",NA,NA,NA,NA,NA,NA,NA
"Master 3","Female","BLACK","Feather",5,"Deborah Luisa Gautier Meza","Atos Jiu-Jitsu",0,6,"No","No","No","No",NA,NA,NA,NA,NA,NA,NA
"Master 3","Female","BLACK","Feather",6,"Ariana Bezerra Silva Cruz","Marcio Cruz Brazilian Jiu-Jitsu",0,0,"No","No","No","No",NA,NA,NA,NA,NA,NA,NA
"Master 3","Female","BLACK","Feather",7,"Annie Kay Lindsay","VBros BJJ",0,0,"No","No","No","No",NA,NA,NA,NA,NA,NA,NA
"Master 3","Female","BLACK","Feather",8,"Alessandra Vieira Jamgochian","CheckMat",0,0,"No","No","No","No",NA,NA,NA,NA,NA,NA,NA
"Master 3","Female","BLUE","Light",1,"Juliana Rodrigues Veloso","Gracie Barra",171,495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 3","Female","BLUE","Light",2,"Morgan Sheehan Bubla","Team Link",36,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 3","Female","BLUE","Light",3,"Maria Pia Valenzuela Derpsch","Kimura BJJ USA",12,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 3","Female","BLUE","Light",4,"Michelle P Alvarez","Level Up Brazilian Jiu-Jitsu",0,216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 3","Female","BLUE","Light",5,"Alexi Mulyn Vaughn","GF Team",0,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 3","Female","BLUE","Light",6,"Christinna Ann Becktold","CheckMat",0,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 3","Female","BLUE","Light",7,"Sandra Pozzobon","Jiu-Jitsu For Life Team",0,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 3","Female","BLUE","Light",8,"Marie Ann Choi","One Jiu-Jitsu USA",0,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 3","Female","BLUE","Light",9,"Tatiana V Koltsova","Balance",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 3","Female","BLUE","Light",10,"Renata Fuzetti","Cascao Jiu-Jitsu",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 3","Female","BLUE","Light",11,"Marilyn Cruz Pulido","Lansang Brazilian Jiu-Jitsu",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 3","Female","BLUE","Light",12,"Daisy Earnhardt Bader","Nova União",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 3","Female","BLUE","Light",13,"Bertha Oralia Frausto Sandoval","AEG",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 3","Female","BLUE","Light",14,"Abigael Benitez Sarol","Brazil Academy USA",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 3","Female","PURPLE","Light",1,"Neuma Pereira de Oliveira Lima","G13 BJJ",126,193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 3","Female","PURPLE","Light",2,"Maki Serena Halum","Gracie Barra",44,495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 3","Female","PURPLE","Light",3,"Dinelle Maria Pineda","Fifty/50 Jiu-Jitsu",0,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 3","Female","PURPLE","Light",4,"Amber S Tucker","Six Blades Jiu-Jitsu",0,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 3","Female","PURPLE","Light",5,"Jennifer Lin Hansen","Maui Jiu-Jitsu",0,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 3","Female","PURPLE","Light",6,"Felicia Ann Sterling","GF Team",0,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 3","Female","PURPLE","Light",7,"Katherine J Hart","Hart Jiu-Jitsu",0,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 3","Female","PURPLE","Light",8,"Adriana Sahagun Free","FTCC LV",0,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 3","Female","PURPLE","Light",9,"Veronica Chojnacki Silva","Renzo Gracie Academy",0,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 3","Female","PURPLE","Light",10,"Trinity Laura Ocampo","CheckMat",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 3","Female","PURPLE","Light",11,"Melissa Lee Klundby","Atos Jiu-Jitsu",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 3","Female","PURPLE","Light",12,"Kathryn Renee Eriksson","Zoo Brazilian Jiu-Jitsu",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 3","Female","PURPLE","Light",13,"Jitka Hall","Paraestra UK",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 3","Female","PURPLE","Light",14,"Jennifer Serene Wong","Ares BJJ",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 3","Female","PURPLE","Light",15,"Alicia Rachael Abdelhamed","RMNU Team",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 3","Female","BROWN","Light",1,"Marcia Yamada Palomba","Carlson Gracie Team",233,270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 3","Female","BROWN","Light",2,"Brianne Corral","BJJ Coach - Corral's Martial Arts",44,116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 3","Female","BROWN","Light",3,"Tawnya Lynne Komlofske","Curucuruland BJJ",30,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 3","Female","BROWN","Light",4,"Leona Mansapit","Brasa CTA",21,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 3","Female","BROWN","Light",5,"Jamie Pan Leland","Gracie Barra",0,396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 3","Female","BROWN","Light",6,"Nadia Sweeten","GF Team",0,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 3","Female","BROWN","Light",7,"Amanda Cullen","Cicero Costha Internacional",0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 3","Female","BROWN","Light",8,"Claudia Beaule","Cicero Costha Internacional",0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 3","Female","BROWN","Light",9,"Shannon P OGrady","Combat Arts Strength and Conditioning",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 3","Female","BROWN","Light",10,"Kiele Pualani Wilson","GF Team",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 3","Female","BROWN","Light",11,"Greta Yang","Gracie Humaita",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 3","Female","BLACK","Light",1,"Patrícia de Oliveira Lage","Barbosa Jiu-Jitsu",346,355,"No","No","No","Yes",NA,NA,NA,NA,NA,NA,NA
"Master 3","Female","BLACK","Light",2,"Heidi Renee Garwood","Carlson Gracie Team",0,18,"No","No","No","No",NA,NA,NA,NA,NA,NA,NA
"Master 3","Female","BLACK","Light",3,"Kristi M Russell","Rodrigo Vaghi BJJ",0,12,"No","No","No","No",NA,NA,NA,NA,NA,NA,NA
"Master 3","Female","BLACK","Light",4,"Milla Katriina Bahia","Alliance",0,0,"No","No","No","No",NA,NA,NA,NA,NA,NA,NA
"Master 3","Female","BLUE","Middle",1,"Fernanda Riccioppo C Asenjo","Fabin Rosa Brazilian Jiu-Jitsu",162,162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 3","Female","BLUE","Middle",2,"Teresa Barba Cornejo","Renzo Gracie Mexico",8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 3","Female","BLUE","Middle",3,"Caroline Denise Lovelace","Gracie Humaita",0,247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 3","Female","BLUE","Middle",4,"Kathrin Burstein","ZR Team Austria",0,108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 3","Female","BLUE","Middle",5,"Yeliz Kadiev","GF Team",0,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 3","Female","BLUE","Middle",6,"Nikki Le Herrera","Carlson Gracie Team",0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 3","Female","BLUE","Middle",7,"Leticia Avila","Lotus Club USA",0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 3","Female","BLUE","Middle",8,"Natalie Rose Reed","Relson Gracie",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
